time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2016-05-13 02:00:00,9.723,8.795,8.919,136278.57,1281960.82,9.263,direct,
2016-05-14 02:00:00,9.398,8.56,9.263,128460.27,1145102.47,8.98,direct,
2016-05-15 02:00:00,9.2,8.725,8.98,21174.39,188945.96,8.82,direct,
2016-05-16 02:00:00,10.12,8.8,8.82,125157.49,1204466.94,9.793,direct,
2016-05-17 02:00:00,11.0,9.793,9.793,143318.84,1510990.33,10.75,direct,
2016-05-18 02:00:00,12.61,10.75,10.75,264624.82,3097036.69,11.72,direct,
2016-05-19 02:00:00,13.04,11.69,11.72,200678.04,2507603.96,13.04,direct,
2016-05-20 02:00:00,13.39,12.0,13.04,233323.7,2985463.12,12.31,direct,
2016-05-21 02:00:00,12.59,11.7,12.31,115037.47,1396541.57,12.5,direct,
2016-05-22 02:00:00,12.77,12.23,12.5,74345.59,930529.64,12.68,direct,
2016-05-23 02:00:00,12.9,11.9,12.68,154239.97,1913445.24,11.9,direct,
2016-05-24 02:00:00,12.24,10.67,11.9,267882.66,3047025.57,11.29,direct,
2016-05-25 02:00:00,11.55,10.6,11.29,87039.01,957728.92,11.21,direct,
2016-05-26 02:00:00,11.59,10.73,11.21,72691.46,803758.99,11.15,direct,
2016-05-27 02:00:00,11.15,9.349,11.15,197207.91,1984913.97,9.968,direct,
2016-05-28 02:00:00,11.07,9.25,9.968,135933.38,1394427.18,10.5,direct,
2016-05-29 02:00:00,11.1,10.14,10.5,75523.32,816546.53,10.99,direct,
2016-05-30 02:00:00,11.5,10.96,10.99,59573.15,663928.3,11.27,direct,
2016-05-31 02:00:00,12.83,11.25,11.27,159337.56,1944538.67,12.6,direct,
2016-06-01 02:00:00,12.85,12.01,12.6,120005.62,1483371.72,12.35,direct,
2016-06-02 02:00:00,12.55,12.12,12.35,50814.37,630912.75,12.4,direct,
2016-06-03 02:00:00,12.44,11.72,12.4,96716.19,1170470.0,12.17,direct,
2016-06-04 02:00:00,12.49,11.51,12.21,931367.28,11252127.33,12.08,multiply,BTC
2016-06-05 02:00:00,12.52,11.84,12.08,638696.58,7872399.36,12.33,multiply,BTC
2016-06-06 02:00:00,12.6,12.08,12.33,448815.92,5508044.46,12.27,multiply,BTC
2016-06-07 02:00:00,12.94,11.89,12.27,1155618.71,14688392.0,12.71,multiply,BTC
2016-06-08 02:00:00,12.99,12.56,12.75,50475.46,646674.48,12.7,direct,
2016-06-09 02:00:00,13.03,12.54,12.7,405515.21,5153066.53,12.71,multiply,BTC
2016-06-10 02:00:00,12.81,12.1,12.73,64323.99,801431.77,12.39,direct,
2016-06-11 02:00:00,12.8,12.37,12.47,598596.9,7453492.39,12.45,multiply,BTC
2016-06-12 02:00:00,14.21,13.08,12.45,1789827.79,25037379.76,13.99,multiply,BTC
2016-06-13 02:00:00,15.6,13.63,13.94,195220.09,2907144.25,15.6,direct,
2016-06-14 02:00:00,17.25,14.41,15.6,266986.66,4303245.4,16.73,direct,
2016-06-15 02:00:00,16.86,15.52,16.73,107491.24,1747496.69,16.5,direct,
2016-06-16 02:00:00,18.62,17.5,16.46,978060.89,18035990.72,18.44,multiply,BTC
2016-06-17 02:00:00,19.09,10.51,18.4,808303.69,11647829.86,13.79,direct,
2016-06-18 02:00:00,13.8,9.0,13.79,694642.02,7448883.91,10.05,direct,
2016-06-19 02:00:00,11.82,9.202,10.05,300438.59,3252727.52,10.95,direct,
2016-06-20 02:00:00,11.0,9.25,10.95,218681.07,2232315.96,10.4,direct,
2016-06-21 02:00:00,11.48,9.971,10.4,266283.47,2854606.03,11.4,direct,
2016-06-22 02:00:00,14.19,11.33,11.4,808547.27,10380286.54,11.78,direct,
2016-06-23 02:00:00,12.54,11.11,11.78,255641.18,2981493.2,11.97,direct,
2016-06-24 02:00:00,13.72,11.92,11.97,183624.07,2361866.21,12.99,direct,
2016-06-25 02:00:00,13.26,12.7,12.99,69873.92,908084.94,13.05,direct,
2016-06-26 02:00:00,13.14,12.36,13.05,75983.81,967703.4,12.56,direct,
2016-06-27 02:00:00,13.19,12.56,12.61,523857.26,6656711.72,12.71,multiply,BTC
2016-06-28 02:00:00,12.79,10.29,12.74,284024.45,3244793.52,11.08,direct,
2016-06-29 02:00:00,11.79,10.53,11.08,125281.66,1390001.93,11.53,direct,
2016-06-30 02:00:00,11.53,11.01,11.53,76357.27,859798.92,11.25,direct,
2016-07-01 02:00:00,11.3,10.51,11.25,69990.46,761348.54,11.1,direct,
2016-07-02 02:00:00,11.51,10.81,11.11,564231.38,6173596.32,10.94,multiply,BTC
2016-07-03 02:00:00,10.95,10.4,10.94,52986.32,565069.38,10.65,direct,
2016-07-04 02:00:00,10.71,9.943,10.65,94938.48,974114.02,10.25,direct,
2016-07-05 02:00:00,10.33,8.55,10.25,325902.49,3009591.27,9.619,direct,
2016-07-06 02:00:00,10.38,9.333,9.619,127247.34,1247974.17,9.5,direct,
2016-07-07 02:00:00,9.6,8.891,9.5,115990.53,1057407.64,9.199,direct,
2016-07-08 02:00:00,10.65,9.0,9.199,201063.19,1993790.5,10.36,direct,
2016-07-09 02:00:00,10.59,9.8,10.36,70499.09,706261.67,9.921,direct,
2016-07-10 02:00:00,10.1,9.788,9.921,19485.41,193483.38,9.989,direct,
2016-07-11 02:00:00,9.989,9.26,9.989,74028.4,705137.55,9.549,direct,
2016-07-12 02:00:00,10.11,9.464,9.525,706482.57,6746203.47,9.549,multiply,BTC
2016-07-13 02:00:00,9.587,9.288,9.549,483642.48,4567060.89,9.443,multiply,BTC
2016-07-14 02:00:00,10.68,9.45,9.469,135462.09,1378479.5,10.46,direct,
2016-07-15 02:00:00,11.4,10.39,10.46,142313.0,1563285.98,10.85,direct,
2016-07-16 02:00:00,10.94,10.59,10.85,45166.78,484798.4,10.61,direct,
2016-07-17 02:00:00,10.65,9.967,10.61,61418.58,628901.43,10.19,direct,
2016-07-18 02:00:00,10.59,9.902,10.19,61962.45,635126.33,9.98,direct,
2016-07-19 02:00:00,10.98,9.929,9.98,75811.99,793755.1,10.65,direct,
2016-07-20 02:00:00,12.08,10.35,10.65,249613.25,2806698.31,11.41,direct,
2016-07-21 02:00:00,11.58,10.7,11.41,115260.8,1296573.73,11.4,direct,
2016-07-22 02:00:00,13.59,11.38,11.4,293924.65,3704968.69,13.45,direct,
2016-07-23 02:00:00,13.75,12.91,13.45,122841.91,1625753.35,13.05,direct,
2016-07-24 02:00:00,13.2,11.17,13.05,287081.05,3423171.02,11.45,direct,
2016-07-25 02:00:00,12.57,11.45,11.45,201828.01,2449541.16,12.45,direct,
2016-07-26 02:00:00,12.55,10.44,12.45,328006.21,3682608.73,10.81,direct,
2016-07-27 02:00:00,12.13,10.64,10.81,202426.73,2339353.19,11.84,direct,
2016-07-28 02:00:00,11.84,11.23,11.84,75427.51,866293.73,11.58,direct,
2016-07-29 02:00:00,11.61,11.21,11.58,42532.07,485463.03,11.51,direct,
2016-07-30 02:00:00,11.51,11.16,11.51,21095.54,238104.4,11.17,direct,
2016-07-31 02:00:00,11.22,10.26,11.17,103914.5,1114385.52,10.55,direct,
2016-08-01 02:00:00,10.74,7.95,10.55,174342.91,1740515.13,9.662,direct,
2016-08-02 02:00:00,9.855,6.547,9.662,605180.3,4928306.53,7.366,direct,
2016-08-03 02:00:00,9.42,7.35,7.366,300792.16,2571546.01,9.2,direct,
2016-08-04 02:00:00,10.36,9.07,9.2,169485.85,1671953.63,10.09,direct,
2016-08-05 02:00:00,10.25,9.7,10.09,59909.06,596133.11,9.946,direct,
2016-08-06 02:00:00,9.97,9.262,9.946,53105.19,510352.93,9.97,direct,
2016-08-07 02:00:00,10.1,9.7,9.97,50127.13,498604.46,9.983,direct,
2016-08-08 02:00:00,10.29,9.854,9.983,34961.61,351844.61,10.28,direct,
2016-08-09 02:00:00,11.3,10.16,10.28,138143.08,1486843.53,11.05,direct,
2016-08-10 02:00:00,11.25,10.73,11.05,113827.55,1246967.3,11.01,direct,
2016-08-11 02:00:00,11.02,10.41,11.01,62361.91,664069.79,10.48,direct,
2016-08-12 02:00:00,10.88,10.41,10.48,32689.42,347433.6,10.54,direct,
2016-08-13 02:00:00,10.61,10.29,10.54,23770.84,248040.77,10.34,direct,
2016-08-14 02:00:00,10.53,9.9,10.34,41158.92,417182.61,10.03,direct,
2016-08-15 02:00:00,10.1,9.874,10.03,368718.89,3704412.98,10.05,multiply,BTC
2016-08-16 02:00:00,10.28,9.71,10.05,38005.07,378142.89,9.93,direct,
2016-08-17 02:00:00,9.96,9.51,9.93,29792.68,289805.08,9.541,direct,
2016-08-18 02:00:00,9.82,9.5,9.541,26662.26,257268.37,9.5,direct,
2016-08-19 02:00:00,9.626,9.463,9.504,275740.56,2627635.81,9.529,multiply,BTC
2016-08-20 02:00:00,10.08,9.501,9.501,26804.92,264947.08,10.05,direct,
2016-08-21 02:00:00,10.05,9.671,10.05,16669.55,163396.25,9.9,direct,
2016-08-22 02:00:00,10.11,9.75,9.863,375410.07,3685519.14,9.817,multiply,BTC
2016-08-23 02:00:00,9.955,9.6,9.862,30406.3,296980.95,9.765,direct,
2016-08-24 02:00:00,9.94,9.718,9.743,229688.69,2247503.83,9.785,multiply,BTC
2016-08-25 02:00:00,10.1,9.711,9.785,467923.56,4709255.33,10.06,multiply,BTC
2016-08-26 02:00:00,10.15,9.9,10.04,28777.33,288676.89,10.06,direct,
2016-08-27 02:00:00,10.06,9.863,10.08,136041.32,1356270.32,9.97,multiply,BTC
2016-08-28 02:00:00,9.982,9.748,9.97,14902.45,146874.66,9.748,direct,
2016-08-29 02:00:00,9.949,9.534,9.738,468384.56,4568891.29,9.755,multiply,BTC
2016-08-30 02:00:00,10.12,9.755,9.78,31444.56,314008.39,10.07,direct,
2016-08-31 02:00:00,10.4,9.919,10.07,32674.75,333675.03,10.36,direct,
2016-09-01 02:00:00,11.25,10.29,10.36,100462.3,1096688.03,10.85,direct,
2016-09-02 02:00:00,11.05,10.51,10.85,45478.14,490253.16,10.79,direct,
2016-09-03 02:00:00,11.03,10.28,10.79,36224.45,381157.22,10.48,direct,
2016-09-04 02:00:00,10.73,10.24,10.44,398555.35,4143206.05,10.4,multiply,BTC
2016-09-05 02:00:00,10.64,10.33,10.4,329168.97,3458725.97,10.51,multiply,BTC
2016-09-06 02:00:00,10.52,10.17,10.51,370204.36,3837732.75,10.37,multiply,BTC
2016-09-07 02:00:00,10.47,10.1,10.41,39733.63,409348.49,10.28,direct,
2016-09-08 02:00:00,10.46,9.976,10.28,36044.73,364765.21,10.07,direct,
2016-09-09 02:00:00,10.4,10.07,10.07,28416.06,290436.16,10.36,direct,
2016-09-10 02:00:00,10.74,10.25,10.36,36520.43,384687.9,10.68,direct,
2016-09-11 02:00:00,10.6,10.03,10.79,557158.81,5774921.87,10.36,multiply,BTC
2016-09-12 02:00:00,10.65,10.31,10.39,22182.73,233612.12,10.57,direct,
2016-09-13 02:00:00,10.77,10.55,10.57,33766.38,361067.43,10.68,direct,
2016-09-14 02:00:00,10.78,10.58,10.68,39587.51,422377.15,10.62,direct,
2016-09-15 02:00:00,10.78,10.6,10.62,37261.66,398791.94,10.63,direct,
2016-09-16 02:00:00,11.45,10.61,10.63,91082.43,1006869.66,11.25,direct,
2016-09-17 02:00:00,11.45,11.15,11.25,33535.76,379922.16,11.41,direct,
2016-09-18 02:00:00,11.65,10.77,11.41,121448.67,1354647.61,10.77,direct,
2016-09-19 02:00:00,11.61,10.75,10.77,56087.75,639929.65,11.5,direct,
2016-09-20 02:00:00,12.85,11.5,11.5,133476.38,1639394.83,12.81,direct,
2016-09-21 02:00:00,12.92,11.75,12.81,113614.5,1400623.54,12.25,direct,
2016-09-22 02:00:00,12.35,11.0,12.25,140675.76,1626017.29,11.66,direct,
2016-09-23 02:00:00,12.06,11.65,11.66,36689.63,436324.84,11.9,direct,
2016-09-24 02:00:00,11.96,11.3,11.9,35009.74,404837.45,11.52,direct,
2016-09-25 02:00:00,11.67,11.42,11.52,14484.34,167570.11,11.62,direct,
2016-09-26 02:00:00,11.72,11.31,11.62,37575.93,431477.11,11.43,direct,
2016-09-27 02:00:00,11.89,11.41,11.43,48158.78,563391.57,11.71,direct,
2016-09-28 02:00:00,12.11,11.68,11.71,43088.86,513834.85,11.87,direct,
2016-09-29 02:00:00,12.29,11.7,11.87,54423.81,645119.13,11.73,direct,
2016-09-30 02:00:00,12.04,11.7,11.69,257385.47,3051258.93,11.85,multiply,BTC
2016-10-01 02:00:00,11.95,11.7,11.88,25855.08,305590.28,11.83,direct,
2016-10-02 02:00:00,11.94,11.64,11.79,167145.51,1970236.39,11.79,multiply,BTC
2016-10-03 02:00:00,12.04,11.76,11.78,32645.73,389323.01,11.99,direct,
2016-10-04 02:00:00,12.1,11.82,11.99,50876.55,608523.68,11.92,direct,
2016-10-05 02:00:00,11.94,11.72,11.92,41621.54,492451.28,11.77,direct,
2016-10-06 02:00:00,11.8,11.36,11.77,68443.57,791787.15,11.6,direct,
2016-10-07 02:00:00,11.82,11.24,11.56,403702.41,4597903.04,11.39,multiply,BTC
2016-10-08 02:00:00,11.43,10.72,11.41,64356.74,705387.22,10.93,direct,
2016-10-09 02:00:00,11.2,10.65,10.93,37780.13,411090.17,10.84,direct,
2016-10-10 02:00:00,10.84,10.4,10.84,44369.05,470585.39,10.54,direct,
2016-10-11 02:00:00,11.1,10.54,10.54,74199.44,803620.45,10.68,direct,
2016-10-12 02:00:00,10.94,10.61,10.68,43509.27,468378.85,10.67,direct,
2016-10-13 02:00:00,11.01,10.65,10.67,45155.26,488478.54,10.91,direct,
2016-10-14 02:00:00,11.12,10.75,10.95,187224.37,2036947.41,10.88,multiply,BTC
2016-10-15 02:00:00,11.0,10.65,10.88,203115.63,2213019.54,10.9,multiply,BTC
2016-10-16 02:00:00,10.97,10.79,10.89,14720.12,160441.92,10.86,direct,
2016-10-17 02:00:00,10.97,10.69,10.86,277824.13,3030713.59,10.91,multiply,BTC
2016-10-18 02:00:00,11.78,10.9,10.9,93675.38,1069120.74,11.45,direct,
2016-10-19 02:00:00,11.5,10.9,11.45,76296.21,851734.86,10.98,direct,
2016-10-20 02:00:00,11.32,10.98,10.98,309811.69,3424914.98,11.05,multiply,BTC
2016-10-21 02:00:00,11.22,11.06,11.05,168571.56,1881292.14,11.16,multiply,BTC
2016-10-22 02:00:00,11.57,10.96,11.16,314385.73,3488161.11,11.1,multiply,BTC
2016-10-23 02:00:00,11.13,10.86,11.1,195452.55,2151573.92,11.01,multiply,BTC
2016-10-24 02:00:00,11.09,10.93,11.01,150775.92,1648749.37,10.94,multiply,BTC
2016-10-25 02:00:00,11.0,10.21,10.98,107841.92,1143290.05,10.42,direct,
2016-10-26 02:00:00,11.05,10.32,10.48,422155.54,4464017.23,10.57,multiply,BTC
2016-10-27 02:00:00,10.73,10.25,10.57,632958.95,6645830.98,10.5,multiply,BTC
2016-10-28 02:00:00,10.64,9.95,10.51,70320.05,720059.05,10.1,direct,
2016-10-29 02:00:00,10.14,7.801,10.1,152987.74,1411111.94,9.312,direct,
2016-10-30 02:00:00,10.3,9.16,9.312,56699.75,555963.47,10.12,direct,
2016-10-31 01:00:00,10.3,9.881,10.12,58278.8,588772.94,9.899,direct,
2016-11-01 01:00:00,10.09,9.321,9.899,111859.65,1084055.44,9.719,direct,
2016-11-02 01:00:00,10.1,9.65,9.719,55752.98,548997.19,9.77,direct,
2016-11-03 01:00:00,10.09,8.943,9.759,906388.85,8918304.69,9.839,multiply,BTC
2016-11-04 01:00:00,10.11,9.702,9.839,427360.3,4272986.06,9.999,multiply,BTC
2016-11-05 01:00:00,10.05,9.794,9.999,238567.71,2371087.06,9.939,multiply,BTC
2016-11-06 01:00:00,10.1,9.772,9.939,242662.83,2379074.64,9.804,multiply,BTC
2016-11-07 01:00:00,10.03,9.7,9.804,197410.19,1940063.13,9.828,multiply,BTC
2016-11-08 01:00:00,10.07,9.711,9.828,277727.9,2738323.5,9.86,multiply,BTC
2016-11-09 01:00:00,9.864,9.15,9.858,96850.86,919932.93,9.802,direct,
2016-11-10 01:00:00,9.854,9.591,9.776,221991.32,2158262.66,9.722,multiply,BTC
2016-11-11 01:00:00,9.81,9.44,9.722,347855.84,3306779.5,9.506,multiply,BTC
2016-11-12 01:00:00,9.518,8.931,9.507,60292.09,555417.39,9.15,direct,
2016-11-13 01:00:00,9.54,8.889,9.15,44100.56,407055.38,9.301,direct,
2016-11-14 01:00:00,9.54,9.27,9.32,189621.93,1766599.51,9.316,multiply,BTC
2016-11-15 01:00:00,9.64,9.123,9.261,43715.84,411810.28,9.45,direct,
2016-11-16 01:00:00,10.11,9.204,9.51,634552.53,5963511.1,9.398,multiply,BTC
2016-11-17 01:00:00,9.517,9.129,9.398,392789.13,3672921.66,9.351,multiply,BTC
2016-11-18 01:00:00,9.31,8.874,9.3,50592.07,457884.19,8.882,direct,
2016-11-19 01:00:00,9.281,8.898,8.899,299924.06,2732508.24,9.111,multiply,BTC
2016-11-20 01:00:00,9.215,8.699,9.111,351860.51,3169748.78,9.009,multiply,BTC
2016-11-21 01:00:00,9.186,8.908,9.009,182825.31,1651446.4,9.033,multiply,BTC
2016-11-22 01:00:00,9.638,8.881,9.041,84507.17,790098.05,9.163,direct,
2016-11-23 01:00:00,9.501,9.169,9.288,261743.81,2425851.11,9.268,multiply,BTC
2016-11-24 01:00:00,9.294,8.208,9.248,150667.37,1318531.44,8.698,direct,
2016-11-25 01:00:00,9.197,8.461,8.698,48761.11,436646.36,8.892,direct,
2016-11-26 01:00:00,8.999,8.741,8.892,23691.61,209030.76,8.801,direct,
2016-11-27 01:00:00,8.84,8.218,8.801,53009.76,449444.35,8.492,direct,
2016-11-28 01:00:00,8.516,8.194,8.492,37397.37,310057.06,8.22,direct,
2016-11-29 01:00:00,8.269,7.288,8.22,153409.03,1178023.8,7.68,direct,
2016-11-30 01:00:00,8.262,7.634,7.68,80703.07,649639.79,8.162,direct,
2016-12-01 01:00:00,8.395,7.814,8.162,49689.35,397973.93,7.846,direct,
2016-12-02 01:00:00,7.941,6.949,7.846,112295.98,825797.74,7.232,direct,
2016-12-03 01:00:00,7.7,7.172,7.232,43654.04,324476.27,7.471,direct,
2016-12-04 01:00:00,7.49,7.0,7.471,48062.8,344668.31,7.19,direct,
2016-12-05 01:00:00,7.221,6.132,7.19,161060.61,1073041.68,6.242,direct,
2016-12-06 01:00:00,7.48,5.581,6.242,411488.98,2645886.97,7.36,direct,
2016-12-07 01:00:00,8.09,6.792,7.36,147804.47,1101296.89,7.83,direct,
2016-12-08 01:00:00,8.34,7.723,7.83,123792.59,992936.67,7.818,direct,
2016-12-09 01:00:00,8.24,7.58,7.818,73993.78,589387.4,8.099,direct,
2016-12-10 01:00:00,8.105,7.597,8.099,38999.89,304948.71,7.7,direct,
2016-12-11 01:00:00,7.888,7.634,7.7,26896.89,209119.51,7.799,direct,
2016-12-12 01:00:00,8.12,7.713,7.799,39367.13,313771.33,8.01,direct,
2016-12-13 01:00:00,8.06,7.851,8.01,31446.19,249586.48,7.92,direct,
2016-12-14 01:00:00,8.048,7.79,7.92,27108.35,214119.47,7.847,direct,
2016-12-15 01:00:00,7.849,7.4,7.847,66411.71,503241.53,7.452,direct,
2016-12-16 01:00:00,7.672,7.437,7.487,298196.71,2237370.74,7.503,multiply,BTC
2016-12-17 01:00:00,7.556,7.209,7.555,31156.06,228571.17,7.4,direct,
2016-12-18 01:00:00,7.639,7.361,7.4,23452.1,176327.99,7.579,direct,
2016-12-19 01:00:00,7.58,7.3,7.579,42673.93,317059.72,7.345,direct,
2016-12-20 01:00:00,7.509,7.291,7.345,43527.48,322675.08,7.359,direct,
2016-12-21 01:00:00,7.729,7.485,7.374,715801.15,5411806.51,7.56,multiply,BTC
2016-12-22 01:00:00,7.586,7.14,7.57,80486.69,587793.34,7.365,direct,
2016-12-23 01:00:00,7.365,6.83,7.365,86822.46,610126.47,6.909,direct,
2016-12-24 01:00:00,7.088,6.839,6.909,33671.15,235172.24,6.935,direct,
2016-12-25 01:00:00,7.08,6.86,6.935,51116.13,354296.37,6.88,direct,
2016-12-26 01:00:00,6.999,6.718,6.88,25226.85,174009.82,6.939,direct,
2016-12-27 01:00:00,7.02,6.76,6.939,51296.38,353880.63,6.84,direct,
2016-12-28 01:00:00,7.468,6.731,6.84,90295.84,641975.27,7.24,direct,
2016-12-29 01:00:00,8.179,7.199,7.24,139408.68,1094407.8,7.884,direct,
2016-12-30 01:00:00,8.2,7.659,7.85,813214.4,6311089.57,7.761,multiply,BTC
2016-12-31 01:00:00,7.887,7.536,7.761,329816.01,2508160.09,7.605,multiply,BTC
2017-01-01 01:00:00,8.138,7.617,7.615,33784.48,265232.87,7.749,direct,
2017-01-02 01:00:00,8.201,7.622,7.753,859902.07,6845783.09,7.961,multiply,BTC
2017-01-03 01:00:00,9.597,7.869,7.984,204311.3,1809736.27,9.249,direct,
2017-01-04 01:00:00,10.39,9.049,9.249,252422.5,2545041.53,10.32,direct,
2017-01-05 01:00:00,10.95,8.821,10.32,415570.18,4065037.96,9.642,direct,
2017-01-06 01:00:00,9.866,8.528,9.63,1907155.78,18411853.54,9.654,multiply,BTC
2017-01-07 01:00:00,10.13,8.789,9.654,1311665.58,12267501.87,9.353,multiply,BTC
2017-01-08 01:00:00,9.952,9.12,9.353,768727.38,7517170.27,9.779,multiply,BTC
2017-01-09 01:00:00,10.4,9.57,9.807,133104.55,1337476.34,9.85,direct,
2017-01-10 01:00:00,10.18,9.729,9.85,52587.51,525460.49,10.11,direct,
2017-01-11 01:00:00,9.423,8.59,10.06,1304979.51,12013205.77,9.206,multiply,BTC
2017-01-12 01:00:00,9.752,9.181,9.206,759656.39,7027038.11,9.25,multiply,BTC
2017-01-13 01:00:00,9.551,8.965,9.25,639017.17,5843408.8,9.144,multiply,BTC
2017-01-14 01:00:00,9.237,8.821,9.144,344518.25,3147803.1,9.137,multiply,BTC
2017-01-15 01:00:00,9.4,9.144,9.137,231255.8,2145058.11,9.276,multiply,BTC
2017-01-16 01:00:00,9.427,9.001,9.276,404521.1,3688997.0,9.119,multiply,BTC
2017-01-17 01:00:00,9.999,9.101,9.14,83744.36,807684.28,9.623,direct,
2017-01-18 01:00:00,9.753,9.289,9.595,464385.45,4452155.16,9.587,multiply,BTC
2017-01-19 01:00:00,9.82,9.542,9.587,349995.77,3419272.13,9.769,multiply,BTC
2017-01-20 01:00:00,10.15,9.729,9.728,67846.19,675730.0,9.927,direct,
2017-01-21 01:00:00,10.3,9.893,9.927,47151.45,477636.69,10.23,direct,
2017-01-22 01:00:00,10.23,10.01,10.25,221672.56,2222306.49,10.03,multiply,BTC
2017-01-23 01:00:00,10.18,9.921,10.04,31421.35,316024.01,10.04,direct,
2017-01-24 01:00:00,9.981,9.721,10.06,263752.27,2606033.18,9.881,multiply,BTC
2017-01-25 01:00:00,9.999,9.748,9.881,256054.77,2506679.92,9.79,multiply,BTC
2017-01-26 01:00:00,9.996,9.749,9.819,42857.51,422485.56,9.916,direct,
2017-01-27 01:00:00,9.951,9.752,9.916,33303.14,326942.2,9.833,direct,
2017-01-28 01:00:00,9.876,9.789,9.833,15689.46,154541.23,9.875,direct,
2017-01-29 01:00:00,9.877,9.717,9.875,17899.45,175238.43,9.797,direct,
2017-01-30 01:00:00,10.04,9.721,9.797,47454.98,467448.2,9.851,direct,
2017-01-31 01:00:00,10.37,9.906,9.887,495706.12,4928236.48,9.942,multiply,BTC
2017-02-01 01:00:00,10.1,9.801,9.911,50839.22,505480.97,9.985,direct,
2017-02-02 01:00:00,10.21,9.991,9.961,343366.08,3459516.75,10.08,multiply,BTC
2017-02-03 01:00:00,10.19,9.799,10.08,465035.83,4723279.73,10.16,multiply,BTC
2017-02-04 01:00:00,10.57,10.14,10.2,83396.29,872344.72,10.51,direct,
2017-02-05 01:00:00,10.51,10.28,10.53,163064.37,1703764.94,10.45,multiply,BTC
2017-02-06 01:00:00,10.6,10.4,10.4,33560.71,353118.8,10.55,direct,
2017-02-07 01:00:00,10.8,10.5,10.55,60161.09,643298.91,10.7,direct,
2017-02-08 01:00:00,10.8,10.53,10.74,290980.56,3102302.63,10.66,multiply,BTC
2017-02-09 01:00:00,10.43,9.766,10.66,779982.39,7991154.2,10.25,multiply,BTC
2017-02-10 01:00:00,10.79,10.12,10.21,87141.99,908497.65,10.68,direct,
2017-02-11 01:00:00,10.8,10.59,10.68,37985.24,405917.66,10.69,direct,
2017-02-12 01:00:00,10.77,10.61,10.69,28891.75,308572.74,10.77,direct,
2017-02-13 01:00:00,10.83,10.58,10.76,218881.96,2346455.87,10.72,multiply,BTC
2017-02-14 01:00:00,12.8,10.67,10.72,268884.71,3182861.67,12.29,direct,
2017-02-15 01:00:00,12.47,11.9,12.29,80676.58,984194.46,12.27,direct,
2017-02-16 01:00:00,12.27,11.91,12.27,72900.5,884414.92,12.18,direct,
2017-02-17 01:00:00,12.33,11.81,12.12,366856.3,4393316.97,11.98,multiply,BTC
2017-02-18 01:00:00,12.14,11.86,11.98,272927.0,3307104.71,12.12,multiply,BTC
2017-02-19 01:00:00,12.16,11.93,12.12,208490.26,2511827.48,12.05,multiply,BTC
2017-02-20 01:00:00,12.22,11.65,12.06,53089.85,637876.78,11.65,direct,
2017-02-21 01:00:00,12.47,11.9,11.57,529445.34,6374856.08,12.04,multiply,BTC
2017-02-22 01:00:00,12.33,11.78,12.04,332890.48,3979862.48,11.96,multiply,BTC
2017-02-23 01:00:00,12.66,12.32,11.96,259794.61,3242377.39,12.48,multiply,BTC
2017-02-24 01:00:00,12.86,11.95,12.48,223734.19,2770574.08,12.38,multiply,BTC
2017-02-25 01:00:00,13.12,12.27,12.4,77814.97,994426.03,12.82,direct,
2017-02-26 01:00:00,13.85,12.64,12.82,80542.66,1070554.54,13.77,direct,
2017-02-27 01:00:00,14.88,13.5,13.77,150366.18,2107432.92,14.62,direct,
2017-02-28 01:00:00,14.99,14.15,14.62,221368.44,3271990.69,14.81,direct,
2017-03-01 01:00:00,16.28,14.64,14.81,168472.6,2581719.86,16.28,direct,
2017-03-02 01:00:00,18.29,15.5,16.28,390406.0,6791767.04,17.97,direct,
2017-03-03 01:00:00,19.62,16.2,17.97,493555.95,9067651.78,18.2,direct,
2017-03-04 01:00:00,18.8,17.33,18.2,106037.27,1917104.89,17.33,direct,
2017-03-05 01:00:00,18.2,17.05,17.33,105322.01,1867837.24,17.95,direct,
2017-03-06 01:00:00,18.99,17.8,17.95,152270.09,2815638.67,18.5,direct,
2017-03-07 01:00:00,18.25,17.42,18.45,715294.24,12759873.58,17.84,multiply,BTC
2017-03-08 01:00:00,17.9,15.3,17.87,235875.99,3947945.55,15.3,direct,
2017-03-09 01:00:00,16.9,15.15,15.3,174717.81,2841462.14,16.71,direct,
2017-03-10 01:00:00,18.9,14.59,16.71,2043007.13,37094520.89,18.16,multiply,BTC
2017-03-11 01:00:00,20.25,17.4,18.03,281768.08,5379133.26,20.0,direct,
2017-03-12 01:00:00,21.77,19.86,20.0,201136.8,4213163.7,21.75,direct,
2017-03-13 01:00:00,28.5,20.55,21.75,676058.82,17254874.46,26.36,direct,
2017-03-14 01:00:00,28.0,24.46,26.36,272705.58,7239311.88,26.71,direct,
2017-03-15 01:00:00,32.51,26.28,26.71,371639.89,10909908.35,32.51,direct,
2017-03-16 01:00:00,44.11,29.34,32.77,5401615.19,225094629.24,41.67,multiply,BTC
2017-03-17 01:00:00,47.55,32.0,41.67,5275313.94,218694643.32,41.46,multiply,BTC
2017-03-18 01:00:00,37.39,28.0,41.46,3190390.82,98472668.08,30.87,multiply,BTC
2017-03-19 01:00:00,41.38,32.91,30.87,2083911.25,83210125.25,39.93,multiply,BTC
